Jul - Jun reference period,Police Region,Police Service Area,Local Government Area,CSA Offence Division,CSA Offence Subdivision,CSA Offence Group,Offence Count,LGA ERP,Victorian ERP
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,15,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,21,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,5,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Northern Grampians,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,3,"11,715","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,21,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,6,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,17,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,5,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,16,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B20 Property damage,B21 Criminal damage,28,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B20 Property damage,B22 Graffiti,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,16,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,11,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,3,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,9,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B40 Theft,B49 Other theft,20,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,4,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,4,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,4,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,16,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,C Drug offences,C30 Drug use and possession,C32 Drug possession,12,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,26,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,5,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,7,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,9,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,26,"6,884","5,838,110"
2014,4 Western,Northern Grampians,Yarriambiack,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,3,"6,884","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,28,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,31,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",8,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,48,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,30,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,44,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,8,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,8,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,3,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,10,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,17,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B10 Arson,B11 Cause damage by fire,10,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B10 Arson,B19 Other fire related offences,2,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B20 Property damage,B21 Criminal damage,200,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B20 Property damage,B22 Graffiti,6,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B20 Property damage,B29 Other property damage offences,5,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,71,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,70,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,42,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,183,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B43 Steal from a retail store,38,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,11,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,43,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B40 Theft,B49 Other theft,152,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,7,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,32,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,B Property and deception offences,B50 Deception,B55 Deceptive business practices,1,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,13,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,6,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,C Drug offences,C30 Drug use and possession,C31 Drug use,13,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,C Drug offences,C30 Drug use and possession,C32 Drug possession,63,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,43,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,25,"19,355","5,838,110"
2014,4 Western,Southern Grampians,Glenelg,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,"19,355","5,838,110"
